Name,Sex,Age,Height,Team,NOC,Games,Year,Season,City,Sport,Medal,Event
KARLSTROM Perseus,M,31.0,,Sweden,SWE,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
KARMA,F,31.0,,Bhutan,BHU,Tokyo 2020,2020,Summer,Tokyo,Archery,,
KARNAUKH Anna,F,28.0,,ROC,ROC,Tokyo 2020,2020,Summer,Tokyo,Water Polo,,
KARSCH Monika,F,39.0,158.0,Germany,GER,Tokyo 2020,2020,Summer,Tokyo,Shooting,,
KARSTOFT Ida,F,26.0,177.0,Denmark,DEN,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
KARTSEV Aleksandr,M,20.0,168.0,ROC,ROC,Tokyo 2020,2020,Summer,Tokyo,Artistic Gymnastics,,
KARUNARATNE Niluka,M,36.0,,Sri Lanka,SRI,Tokyo 2020,2020,Summer,Tokyo,Badminton,,
KARWACKA Marlena,F,24.0,169.0,Poland,POL,Tokyo 2020,2020,Summer,Tokyo,Cycling Track,,
KASAHARA Kenya,M,33.0,,Japan,JPN,Tokyo 2020,2020,Summer,Tokyo,Handball,,
KASAYA Leonida,F,28.0,168.0,Kenya,KEN,Tokyo 2020,2020,Summer,Tokyo,Volleyball,,
KASSOMA Albertina,F,25.0,185.0,Angola,ANG,Tokyo 2020,2020,Summer,Tokyo,Handball,,
KASTENING Timo,M,26.0,180.0,Germany,GER,Tokyo 2020,2020,Summer,Tokyo,Handball,,
KASZA Robert,M,35.0,,Hungary,HUN,Tokyo 2020,2020,Summer,Tokyo,Modern Pentathlon,,
KATAI Donata,F,17.0,,Zimbabwe,ZIM,Tokyo 2020,2020,Summer,Tokyo,Swimming,,
KATARIYA Vandana,F,29.0,157.0,India,IND,Tokyo 2020,2020,Summer,Tokyo,Hockey,,
KATERINKA CZAKOVA Maria,F,33.0,,Slovakia,SVK,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
KATIR Mohamed,M,23.0,,Spain,ESP,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
KATKAVETS Aliaksei,M,23.0,,Belarus,BLR,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
KATOATAU Ruben,M,24.0,,Kiribati,KIR,Tokyo 2020,2020,Summer,Tokyo,Weightlifting,,
KATOKA Naomie,F,22.0,,Democratic Republic of the Congo,COD,Tokyo 2020,2020,Summer,Tokyo,Taekwondo,,
KATONA Renata,F,27.0,,Hungary,HUN,Tokyo 2020,2020,Summer,Tokyo,Fencing,,
KATONGO Evarine,F,19.0,155.0,Zambia,ZAM,Tokyo 2020,2020,Summer,Tokyo,Football,,
KATSUKI Hayato,M,31.0,,Japan,JPN,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
KATZ Alex,M,27.0,180.0,Israel,ISR,Tokyo 2020,2020,Summer,Tokyo,Baseball/Softball,,
KATZ Nathan,M,26.0,,Australia,AUS,Tokyo 2020,2020,Summer,Tokyo,Judo,,
KAUFHOLD Casey,F,17.0,,United States of America,USA,Tokyo 2020,2020,Summer,Tokyo,Archery,,
KAUFMANN Paul-Philipp,M,25.0,179.0,Germany,GER,Tokyo 2020,2020,Summer,Tokyo,Hockey,,
KAUL Niklas,M,23.0,,Germany,GER,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
KAUR Gurjit,F,26.0,165.0,India,IND,Tokyo 2020,2020,Summer,Tokyo,Hockey,,
KAUR Kamalpreet,F,25.0,,India,IND,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
KAUR Navjot,F,26.0,165.0,India,IND,Tokyo 2020,2020,Summer,Tokyo,Hockey,,
KAUR Navneet,F,25.0,162.0,India,IND,Tokyo 2020,2020,Summer,Tokyo,Hockey,,
KAUSHIK Manish,M,25.0,167.0,India,IND,Tokyo 2020,2020,Summer,Tokyo,Boxing,,
KAUZER Peter,M,38.0,,Slovenia,SLO,Tokyo 2020,2020,Summer,Tokyo,Canoe Slalom,,
KAWABATA Kaito,M,23.0,,Japan,JPN,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
KAWAGUCHI Kako,F,22.0,,Japan,JPN,Tokyo 2020,2020,Summer,Tokyo,Water Polo,,
KAWAI Mike,M,23.0,,Japan,JPN,Tokyo 2020,2020,Summer,Tokyo,Equestrian,,
KAWAMOTO Takeshi,M,26.0,174.0,Japan,JPN,Tokyo 2020,2020,Summer,Tokyo,Swimming,,
KAWANO Masatora,M,23.0,,Japan,JPN,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
KAWAZOE Kaori,F,26.0,,Japan,JPN,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
KAWECKI Radoslaw,M,30.0,,Poland,POL,Tokyo 2020,2020,Summer,Tokyo,Swimming,,
KAY Emily,F,26.0,,Ireland,IRL,Tokyo 2020,2020,Summer,Tokyo,Cycling Track,,
KAY Pat,M,28.0,182.0,Canada,CAN,Tokyo 2020,2020,Summer,Tokyo,Rugby Sevens,,
KAYNAKCI Beste,F,27.0,161.0,Turkey,TUR,Tokyo 2020,2020,Summer,Tokyo,Sailing,,
KAYNAR Alican,M,33.0,,Turkey,TUR,Tokyo 2020,2020,Summer,Tokyo,Sailing,,
KAZAKLI Onat,M,28.0,188.0,Turkey,TUR,Tokyo 2020,2020,Summer,Tokyo,Rowing,,
KAZE Odrina,F,21.0,,Burundi,BDI,Tokyo 2020,2020,Summer,Tokyo,Swimming,,
KAZEMI Arsalan,M,31.0,200.0,Islamic Republic of Iran,IRI,Tokyo 2020,2020,Summer,Tokyo,Basketball,,
KAZEMI Saber,M,23.0,204.0,Islamic Republic of Iran,IRI,Tokyo 2020,2020,Summer,Tokyo,Volleyball,,
KAZLOUSKAYA Karyna,F,21.0,,Belarus,BLR,Tokyo 2020,2020,Summer,Tokyo,Archery,,
KAZMIREK Kai,M,30.0,,Germany,GER,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
KEANE Patrick,M,24.0,185.0,Canada,CAN,Tokyo 2020,2020,Summer,Tokyo,Rowing,,
KEARNS Matilda,F,21.0,,Australia,AUS,Tokyo 2020,2020,Summer,Tokyo,Water Polo,,
KECMANOVIC Miomir,M,22.0,,Serbia,SRB,Tokyo 2020,2020,Summer,Tokyo,Tennis,,
KEDDELL Rose,,,,New Zealand,NZL,Tokyo 2020,2020,Summer,Tokyo,,,
KEENAN Nicolas Santiago,M,24.0,,Argentina,ARG,Tokyo 2020,2020,Summer,Tokyo,Hockey,,
KEENAN Simon,M,29.0,200.0,Australia,AUS,Tokyo 2020,2020,Summer,Tokyo,Rowing,,
KEHR Gabriel,M,25.0,,Chile,CHI,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
KEITA Kader,M,21.0,177.0,Côte d'Ivoire,CIV,Tokyo 2020,2020,Summer,Tokyo,Football,,
KEIZER Sanne,F,36.0,180.0,Netherlands,NED,Tokyo 2020,2020,Summer,Tokyo,Beach Volleyball,,
KEJELCHA Yomif,M,24.0,,Ethiopia,ETH,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
KEJETA Melat Yisak,F,29.0,,Germany,GER,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
KELAPANDA Ganapathy,M,26.0,174.0,India,IND,Tokyo 2020,2020,Summer,Tokyo,Sailing,,
KELDERMAN Wilco,M,30.0,,Netherlands,NED,Tokyo 2020,2020,Summer,Tokyo,Cycling Road,,
KELDIYOROVA Diyora,F,23.0,,Uzbekistan,UZB,Tokyo 2020,2020,Summer,Tokyo,Judo,,
KELES Ismail,M,33.0,,Turkey,TUR,Tokyo 2020,2020,Summer,Tokyo,Shooting,,
KELETELA Dorian,M,22.0,,EOR,EOR,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
KELLNEROVA Anna,F,25.0,,Czech Republic,CZE,Tokyo 2020,2020,Summer,Tokyo,Equestrian,,
KELLOCK Lindsay,F,31.0,,Canada,CAN,Tokyo 2020,2020,Summer,Tokyo,Equestrian,,
KELLOND-KNIGHT Elise,F,31.0,165.0,Australia,AUS,Tokyo 2020,2020,Summer,Tokyo,Football,,
KELLY Jack,M,24.0,183.0,Ireland,IRL,Tokyo 2020,2020,Summer,Tokyo,Rugby Sevens,,
KELLY Madeleine,F,26.0,,Canada,CAN,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
KELLY Ty,M,33.0,183.0,Israel,ISR,Tokyo 2020,2020,Summer,Tokyo,Baseball/Softball,,
KELMELIS Armandas,M,23.0,,Lithuania,LTU,Tokyo 2020,2020,Summer,Tokyo,Rowing,,
KELMENDI Majlinda,F,30.0,,Kosovo,KOS,Tokyo 2020,2020,Summer,Tokyo,Judo,,
KELTER Alev,F,30.0,170.0,United States of America,USA,Tokyo 2020,2020,Summer,Tokyo,Rugby Sevens,,
KELZI Ayman,M,28.0,,Syrian Arab Republic,SYR,Tokyo 2020,2020,Summer,Tokyo,Swimming,,
KEMPERMAN Robbert,M,31.0,,Netherlands,NED,Tokyo 2020,2020,Summer,Tokyo,Hockey,,
KENDERESI Tamas,M,25.0,,Hungary,HUN,Tokyo 2020,2020,Summer,Tokyo,Swimming,,
KENDZIERA David,M,27.0,,United States of America,USA,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
KENESHBEKOV Nursultan,M,21.0,,Kyrgyzstan,KGZ,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
KENNEDY Alanna,F,26.0,176.0,Australia,AUS,Tokyo 2020,2020,Summer,Tokyo,Football,,
KENNEDY Nina,F,24.0,,Australia,AUS,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
KENNEDY Terry,M,25.0,184.0,Ireland,IRL,Tokyo 2020,2020,Summer,Tokyo,Rugby Sevens,,
KENNY Darragh,M,33.0,,Ireland,IRL,Tokyo 2020,2020,Summer,Tokyo,Equestrian,,
KENNY David,M,22.0,,Ireland,IRL,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
KENOSI Keamogetse Sadie,F,24.0,,Botswana,BOT,Tokyo 2020,2020,Summer,Tokyo,Boxing,,
KENTCHADZE Avtandil,M,26.0,,Georgia,GEO,Tokyo 2020,2020,Summer,Tokyo,Wrestling,,
KERBY Jordan,M,29.0,,New Zealand,NZL,Tokyo 2020,2020,Summer,Tokyo,Cycling Track,,
KEREVI Samu,M,28.0,186.0,Australia,AUS,Tokyo 2020,2020,Summer,Tokyo,Rugby Sevens,,
KERGOZOU de la BOESSIERE Nicholas,M,25.0,,New Zealand,NZL,Tokyo 2020,2020,Summer,Tokyo,Cycling Track,,
KERR Deborah,F,24.0,173.0,Great Britain,GBR,Tokyo 2020,2020,Summer,Tokyo,Canoe Sprint,,
KERR Hamish,M,25.0,,New Zealand,NZL,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
KERR Sam,F,28.0,168.0,Australia,AUS,Tokyo 2020,2020,Summer,Tokyo,Football,,
KERSCHBAUMER Gerhard,M,30.0,184.0,Italy,ITA,Tokyo 2020,2020,Summer,Tokyo,Cycling Mountain Bike,,
KERSHAW Stephanie Anna,F,26.0,,Australia,AUS,Tokyo 2020,2020,Summer,Tokyo,Hockey,,
KERSTEN Dieter,M,25.0,,Belgium,BEL,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
KESAR Viktoriya,F,28.0,162.0,Ukraine,UKR,Tokyo 2020,2020,Summer,Tokyo,Diving,,
KESELY Ajna,F,20.0,,Hungary,HUN,Tokyo 2020,2020,Summer,Tokyo,Swimming,,
KESKINEN Akseli,M,22.0,183.0,Finland,FIN,Tokyo 2020,2020,Summer,Tokyo,Sailing,,
KESSIE Franck,M,25.0,183.0,Côte d'Ivoire,CIV,Tokyo 2020,2020,Summer,Tokyo,Football,,
KESSLER Markus,M,29.0,198.0,Switzerland,SUI,Tokyo 2020,2020,Summer,Tokyo,Rowing,,
KESYL Denys,M,21.0,,Ukraine,UKR,Tokyo 2020,2020,Summer,Tokyo,Swimming,,
KETEMA Lemawork,M,36.0,,Austria,AUT,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
KETER Benard,M,29.0,,United States of America,USA,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
KEUNING Maartje,F,23.0,,Netherlands,NED,Tokyo 2020,2020,Summer,Tokyo,Water Polo,,
KHADAMBI Brackcides,F,37.0,185.0,Kenya,KEN,Tokyo 2020,2020,Summer,Tokyo,Beach Volleyball,,
KHAIBULLIN Rishat,,,,Kazakhstan,KAZ,Tokyo 2020,2020,Summer,Tokyo,,,
KHAKIMOVA Malika,F,25.0,,Uzbekistan,UZB,Tokyo 2020,2020,Summer,Tokyo,Fencing,,
KHALADOVICH Tatsiana,F,30.0,,Belarus,BLR,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
KHALAFALLA Ali,M,25.0,,Egypt,EGY,Tokyo 2020,2020,Summer,Tokyo,Swimming,,
KHALIL Safwan,M,35.0,,Australia,AUS,Tokyo 2020,2020,Summer,Tokyo,Taekwondo,,
KHALMURATOV Muradjan,M,39.0,,Uzbekistan,UZB,Tokyo 2020,2020,Summer,Tokyo,Cycling Road,,
KHAMIDOVA Baizat,F,31.0,185.0,ROC,ROC,Tokyo 2020,2020,Summer,Tokyo,Rugby Sevens,,
KHAMMO Yakiv,M,27.0,,Ukraine,UKR,Tokyo 2020,2020,Summer,Tokyo,Judo,,
KHAMZA Didar,M,24.0,,Kazakhstan,KAZ,Tokyo 2020,2020,Summer,Tokyo,Judo,,
KHAN Bisma,F,19.0,,Pakistan,PAK,Tokyo 2020,2020,Summer,Tokyo,Swimming,,
KHAN Mairaj Ahmad,M,46.0,,India,IND,Tokyo 2020,2020,Summer,Tokyo,Shooting,,
KHANDOSHKA Vasilina,F,20.0,165.0,Belarus,BLR,Tokyo 2020,2020,Summer,Tokyo,Artistic Swimming,,
KHARABADZE Giorgi,M,24.0,176.0,Georgia,GEO,Tokyo 2020,2020,Summer,Tokyo,Boxing,,
KHARLAN Olga,F,31.0,,Ukraine,UKR,Tokyo 2020,2020,Summer,Tokyo,Fencing,,
KHARTSYZ Yaroslav,M,24.0,,Ukraine,UKR,Tokyo 2020,2020,Summer,Tokyo,Boxing,,
KHASANOVA Elvira,F,21.0,,ROC,ROC,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
KHATALA Neheng,F,29.0,,Lesotho,LES,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
KHATTALI Ghailene,M,21.0,,Tunisia,TUN,Tokyo 2020,2020,Summer,Tokyo,Canoe Sprint,,
KHEDMATI Najmeh,F,25.0,,Islamic Republic of Iran,IRI,Tokyo 2020,2020,Summer,Tokyo,Shooting,,
KHELIF Imane,F,22.0,,Algeria,ALG,Tokyo 2020,2020,Summer,Tokyo,Boxing,,
KHELIFI Ghofran,F,23.0,,Tunisia,TUN,Tokyo 2020,2020,Summer,Tokyo,Judo,,
KHERBACHE Abdelhak,M,26.0,,Algeria,ALG,Tokyo 2020,2020,Summer,Tokyo,Wrestling,,
KHERIS Amira,F,22.0,,Algeria,ALG,Tokyo 2020,2020,Summer,Tokyo,Canoe Sprint,,
KHEUN Bunpichmorakat,F,15.0,,Cambodia,CAM,Tokyo 2020,2020,Summer,Tokyo,Swimming,,
KHILMANOVICH Aliaksandra,F,25.0,,Belarus,BLR,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
KHIYARA Lina,F,18.0,,Morocco,MAR,Tokyo 2020,2020,Summer,Tokyo,Swimming,,
KHMARA Igor,M,31.0,,Ukraine,UKR,Tokyo 2020,2020,Summer,Tokyo,Rowing,,
KHODDAM-HAZRATI Katrin,F,34.0,,Austria,AUT,Tokyo 2020,2020,Summer,Tokyo,Equestrian,,
KHODJAEV Sukhrob,M,28.0,,Uzbekistan,UZB,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
KHOGALI Esraa,F,29.0,167.0,Sudan,SUD,Tokyo 2020,2020,Summer,Tokyo,Rowing,,
KHOJIEVA Farangiz,F,20.0,,Uzbekistan,UZB,Tokyo 2020,2020,Summer,Tokyo,Judo,,
KHOKHAR Reena,F,28.0,160.0,India,IND,Tokyo 2020,2020,Summer,Tokyo,Hockey,,
KHOLMURZAEV Shakhboz,M,25.0,,Uzbekistan,UZB,Tokyo 2020,2020,Summer,Tokyo,Rowing,,
KHOLOMINA Svetlana,F,24.0,173.0,ROC,ROC,Tokyo 2020,2020,Summer,Tokyo,Beach Volleyball,,
KHORAVA Bachana,M,28.0,,Georgia,GEO,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
KHOROSHAVTSEVA Olga,F,27.0,,ROC,ROC,Tokyo 2020,2020,Summer,Tokyo,Wrestling,,
KHOSA Fikile,F,25.0,167.0,Zambia,ZAM,Tokyo 2020,2020,Summer,Tokyo,Football,,
KHOTSIANIVSKYI Oleksandr,M,31.0,,Ukraine,UKR,Tokyo 2020,2020,Summer,Tokyo,Wrestling,,
KHRAMIANKOU Dzianis,M,25.0,,Belarus,BLR,Tokyo 2020,2020,Summer,Tokyo,Wrestling,,
KHRAPINA Violetta,F,27.0,,ROC,ROC,Tokyo 2020,2020,Summer,Tokyo,Fencing,,
KHUBETSOV Alan,M,28.0,,ROC,ROC,Tokyo 2020,2020,Summer,Tokyo,Judo,,
KHUDOYAROVA Roksana,F,20.0,,Uzbekistan,UZB,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
KHUDYAKOV Vitaliy,M,27.0,,Kazakhstan,KAZ,Tokyo 2020,2020,Summer,Tokyo,Marathon Swimming,,
KHURELKHUU Bolortuya,F,25.0,,Mongolia,MGL,Tokyo 2020,2020,Summer,Tokyo,Wrestling,,
KHURRAMOV Mukhammadkarim,M,24.0,,Uzbekistan,UZB,Tokyo 2020,2020,Summer,Tokyo,Judo,,
KHVORIKOVA Anna,F,24.0,,ROC,ROC,Tokyo 2020,2020,Summer,Tokyo,Sailing,,
KIBIWOT Abraham,M,25.0,,Kenya,KEN,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
KIBLER Drew,M,21.0,,United States of America,USA,Tokyo 2020,2020,Summer,Tokyo,Swimming,,
KICHASOVA-SKORYK Mariia,F,28.0,173.0,Ukraine,UKR,Tokyo 2020,2020,Summer,Tokyo,Canoe Sprint,,
KICHENOK Liudmyla,F,29.0,176.0,Ukraine,UKR,Tokyo 2020,2020,Summer,Tokyo,Tennis,,
KICHENOK Nadiia,F,29.0,175.0,Ukraine,UKR,Tokyo 2020,2020,Summer,Tokyo,Tennis,,
KIDA Yumi,F,36.0,,Japan,JPN,Tokyo 2020,2020,Summer,Tokyo,Marathon Swimming,,
KIEFFER Max,M,31.0,180.0,Germany,GER,Tokyo 2020,2020,Summer,Tokyo,Golf,,
KIEJKO Lynda,F,41.0,,Canada,CAN,Tokyo 2020,2020,Summer,Tokyo,Shooting,,
KIFLE Aron,M,23.0,,Eritrea,ERI,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
KIFLE Goitom,M,28.0,,Eritrea,ERI,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
KIJIMA Moeka,F,22.0,,Japan,JPN,Tokyo 2020,2020,Summer,Tokyo,Artistic Swimming,,
KIKI Didier,M,26.0,,Benin,BEN,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
KIM Bomi,F,23.0,,Republic of Korea,KOR,Tokyo 2020,2020,Summer,Tokyo,Shooting,,
KIM Danbi,F,31.0,180.0,Republic of Korea,KOR,Tokyo 2020,2020,Summer,Tokyo,Basketball,,
KIM Dong Seon,M,32.0,,Republic of Korea,KOR,Tokyo 2020,2020,Summer,Tokyo,Equestrian,,
KIM Donghyun,M,24.0,182.0,Republic of Korea,KOR,Tokyo 2020,2020,Summer,Tokyo,Football,,
KIM Gaeun,F,23.0,,Republic of Korea,KOR,Tokyo 2020,2020,Summer,Tokyo,Badminton,,
KIM Gwong Min,M,33.0,177.0,Republic of Korea,KOR,Tokyo 2020,2020,Summer,Tokyo,Rugby Sevens,,
KIM Hansol,M,26.0,166.0,Republic of Korea,KOR,Tokyo 2020,2020,Summer,Tokyo,Artistic Gymnastics,,
KIM Heejin,F,30.0,185.0,Republic of Korea,KOR,Tokyo 2020,2020,Summer,Tokyo,Volleyball,,
KIM Hyeseong,M,22.0,179.0,Republic of Korea,KOR,Tokyo 2020,2020,Summer,Tokyo,Baseball/Softball,,
KIM Hyojoo,F,26.0,166.0,Republic of Korea,KOR,Tokyo 2020,2020,Summer,Tokyo,Golf,,
KIM Hyunsoo,M,33.0,188.0,Republic of Korea,KOR,Tokyo 2020,2020,Summer,Tokyo,Baseball/Softball,,
KIM Hyunsoo,M,33.0,181.0,Republic of Korea,KOR,Tokyo 2020,2020,Summer,Tokyo,Rugby Sevens,,
KIM Jaewoo,M,23.0,190.0,Republic of Korea,KOR,Tokyo 2020,2020,Summer,Tokyo,Football,,
KIM Jingyu,M,24.0,177.0,Republic of Korea,KOR,Tokyo 2020,2020,Summer,Tokyo,Football,,
KIM Jinuk,M,19.0,180.0,Republic of Korea,KOR,Tokyo 2020,2020,Summer,Tokyo,Baseball/Softball,,
KIM Jinya,M,23.0,177.0,Republic of Korea,KOR,Tokyo 2020,2020,Summer,Tokyo,Football,,
KIM Jinyi,,,,Republic of Korea,KOR,Tokyo 2020,2020,Summer,Tokyo,,,
KIM Jisu,F,21.0,,Republic of Korea,KOR,Tokyo 2020,2020,Summer,Tokyo,Judo,,
KIM Jung Eun,F,34.0,180.0,Republic of Korea,KOR,Tokyo 2020,2020,Summer,Tokyo,Basketball,,
KIM Minjong,M,21.0,,Republic of Korea,KOR,Tokyo 2020,2020,Summer,Tokyo,Judo,,
KIM Minseok,M,28.0,,Republic of Korea,KOR,Tokyo 2020,2020,Summer,Tokyo,Wrestling,,
KIM Minwoo,M,26.0,189.0,Republic of Korea,KOR,Tokyo 2020,2020,Summer,Tokyo,Baseball/Softball,,
KIM Mose,M,23.0,,Republic of Korea,KOR,Tokyo 2020,2020,Summer,Tokyo,Shooting,,
KIM Nam Uk,M,31.0,179.0,Republic of Korea,KOR,Tokyo 2020,2020,Summer,Tokyo,Rugby Sevens,,
KIM Sangdo,M,34.0,,Republic of Korea,KOR,Tokyo 2020,2020,Summer,Tokyo,Shooting,,
KIM Sehee,F,26.0,,Republic of Korea,KOR,Tokyo 2020,2020,Summer,Tokyo,Modern Pentathlon,,
KIM Sei Young,F,28.0,163.0,Republic of Korea,KOR,Tokyo 2020,2020,Summer,Tokyo,Golf,,
KIM Seongyeon,F,30.0,,Republic of Korea,KOR,Tokyo 2020,2020,Summer,Tokyo,Judo,,
KIM Seoyeong,F,27.0,,Republic of Korea,KOR,Tokyo 2020,2020,Summer,Tokyo,Swimming,,
KIM Si Woo,M,26.0,182.0,Republic of Korea,KOR,Tokyo 2020,2020,Summer,Tokyo,Golf,,
KIM Su Ji,F,34.0,188.0,Republic of Korea,KOR,Tokyo 2020,2020,Summer,Tokyo,Volleyball,,
KIM Suhyeon,F,26.0,,Republic of Korea,KOR,Tokyo 2020,2020,Summer,Tokyo,Weightlifting,,
KIM Suji,F,23.0,,Republic of Korea,KOR,Tokyo 2020,2020,Summer,Tokyo,Diving,,
KIM Sunwoo,F,25.0,,Republic of Korea,KOR,Tokyo 2020,2020,Summer,Tokyo,Modern Pentathlon,,
KIM Won Jin,M,29.0,,Republic of Korea,KOR,Tokyo 2020,2020,Summer,Tokyo,Judo,,
KIM Woomin,M,20.0,,Republic of Korea,KOR,Tokyo 2020,2020,Summer,Tokyo,Swimming,,
KIM Yeon Koung,F,33.0,192.0,Republic of Korea,KOR,Tokyo 2020,2020,Summer,Tokyo,Volleyball,,
KIM Yeongnam,M,25.0,,Republic of Korea,KOR,Tokyo 2020,2020,Summer,Tokyo,Diving,,
KIM Yeongtaek,M,20.0,,Republic of Korea,KOR,Tokyo 2020,2020,Summer,Tokyo,Diving,,
KIM Yunji,,,,Republic of Korea,KOR,Tokyo 2020,2020,Summer,Tokyo,,,
KIMELI Isaac,M,27.0,,Belgium,BEL,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
KIMELI Nicholas Kipkorir,M,23.0,,Kenya,KEN,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
KIMURA Ayako,F,33.0,,Japan,JPN,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
KINASH Kirsten,F,23.0,,Australia,AUS,Tokyo 2020,2020,Summer,Tokyo,Artistic Swimming,,
KINCAID William,M,29.0,,United States of America,USA,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
KINDERIS Justinas,M,34.0,,Lithuania,LTU,Tokyo 2020,2020,Summer,Tokyo,Modern Pentathlon,,
KINDLER Antoni Pawel,M,33.0,188.0,Canada,CAN,Tokyo 2020,2020,Summer,Tokyo,Hockey,,
KING David,M,27.0,,Great Britain,GBR,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
KING Joel,M,21.0,179.0,Australia,AUS,Tokyo 2020,2020,Summer,Tokyo,Football,,
KING Julia,F,29.0,,New Zealand,NZL,Tokyo 2020,2020,Summer,Tokyo,Hockey,,
KING Sarah,F,25.0,172.0,Switzerland,SUI,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
KINGMA Maya,F,26.0,,Netherlands,NED,Tokyo 2020,2020,Summer,Tokyo,Triathlon,,
KINGUE MATAM Bernardin,M,31.0,,France,FRA,Tokyo 2020,2020,Summer,Tokyo,Weightlifting,,
KINNUNEN Jarkko,M,37.0,,Finland,FIN,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
KINONO Phillip,M,24.0,,Marshall Islands,MHL,Tokyo 2020,2020,Summer,Tokyo,Swimming,,
KINOSHITA Momoka,F,18.0,162.0,Japan,JPN,Tokyo 2020,2020,Summer,Tokyo,Football,,
KINSEY Erika,F,33.0,,Sweden,SWE,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
KINSINGER Etienne,M,25.0,,Germany,GER,Tokyo 2020,2020,Summer,Tokyo,Wrestling,,
KINSLER Ian,M,39.0,183.0,Israel,ISR,Tokyo 2020,2020,Summer,Tokyo,Baseball/Softball,,
KIPRONO Sharon Chepchumba,F,23.0,183.0,Kenya,KEN,Tokyo 2020,2020,Summer,Tokyo,Volleyball,,
KIPROTICH Stephen,M,32.0,,Uganda,UGA,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
KIPRUTO Amos,M,29.0,,Kenya,KEN,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
KIPRUTO Rhonex,M,22.0,,Kenya,KEN,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
KIPSANG Abel,M,25.0,,Kenya,KEN,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
KIPYEGO Sally,F,36.0,,United States of America,USA,Tokyo 2020,2020,Summer,Tokyo,Athletics,,
KIRBY Fran,,,,Great Britain,GBR,Tokyo 2020,2020,Summer,Tokyo,,,
KIRCHMANN Leah,F,31.0,166.0,Canada,CAN,Tokyo 2020,2020,Summer,Tokyo,Cycling Road,,
KIRIAKE Teruko,F,25.0,,Japan,JPN,Tokyo 2020,2020,Summer,Tokyo,Canoe Sprint,,
KIRISHITA Yoshiki,M,23.0,,Japan,JPN,Tokyo 2020,2020,Summer,Tokyo,Hockey,,
KIRKPATRICK James Alexander Paget,M,30.0,174.0,Canada,CAN,Tokyo 2020,2020,Summer,Tokyo,Hockey,,
KIRPICHNIKOVA Anastasiia,F,21.0,,ROC,ROC,Tokyo 2020,2020,Summer,Tokyo,Marathon Swimming,,
KIRPICHNIKOVA Anastasiia,F,21.0,,ROC,ROC,Tokyo 2020,2020,Summer,Tokyo,Swimming,,
KIRSANOVA Viktoria,F,23.0,172.0,ROC,ROC,Tokyo 2020,2020,Summer,Tokyo,Cycling Mountain Bike,,
KIRSHE Kristi,F,27.0,160.0,United States of America,USA,Tokyo 2020,2020,Summer,Tokyo,Rugby Sevens,,
